Time,Species.1,Species.2,Species.3,Species.4,Species.5,Species.6,Species.7
222.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
223.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
224.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
225.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
226.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
227.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
228.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
229.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
230.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
231.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
232.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
233.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
234.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
235.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
236.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
237.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
238.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
239.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
240.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
241.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
242.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
243.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
244.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
245.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
246.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
247.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
248.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
249.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
250.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
251.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
252.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
253.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
254.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
255.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
256.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
257.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
258.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
